account_id,contract_type,customer_id,has_device_protection,has_internet_service,has_multiple_lines,has_online_backup,has_online_security,has_phone_service,has_premium_tech_support,has_unlimited_data,internet_type,num_referrals,paperless_billing,payment_method,tenure_months,avg_gb_download_monthly,avg_long_distance_fee_monthly,stream_movie,stream_music,stream_tv,total_charges_quarter,total_long_distance_fee,total_monthly_fee,total_refunds,age,gender,married,num_dependents,senior_citizen,zip_code,area_id,city,latitutde,longitude,population,status
UWIK-SKCRU,Two Year,1221-GHZEP,No,Yes,No,No,Yes,Yes,Yes,Yes,DSL,0,Yes,Credit Card,62,18,23.18,Yes,Yes,No,3846.75,1437.16,65.1,0.0,45,Female,No,0,No,92544,499,Hemet,33.644585,-116.871544,39264,0
UWIQ-XWTTU,Two Year,3097-FQTVJ,No,No,No,No,No,Yes,No,No,None,0,No,Mailed Check,41,0,10.09,No,No,No,810.3,413.69,20.0,0.0,23,Female,No,0,No,95316,1170,Denair,37.524721,-120.757977,5513,0
UWJC-AFNYO,One Year,3026-ATZYV,No,Yes,No,Yes,Yes,Yes,No,Yes,Cable,3,No,Bank Withdrawal,37,23,1.12,Yes,Yes,Yes,2658.8,41.44,75.1,0.0,32,Female,Yes,2,No,92507,490,Riverside,33.976328,-117.319786,48649,0
UWPG-PIEBZ,Two Year,3635-JBPSG,No,Yes,No,Yes,No,No,No,Yes,DSL,0,Yes,Credit Card,15,23,0.0,Yes,Yes,No,603.0,0.0,38.8,0.0,49,Female,No,0,No,91406,225,Van Nuys,34.195685,-118.490752,50047,0
UWXT-GOTTV,Month-to-Month,2800-QQUSO,No,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,0,Yes,Bank Withdrawal,42,13,25.69,Yes,Yes,Yes,4222.95,1078.98,100.3,0.0,48,Male,No,0,No,92505,488,Riverside,33.920907,-117.489426,38446,0
UXCR-EEUXR,Month-to-Month,2959-EEXWB,No,Yes,No,No,Yes,No,No,Yes,DSL,10,Yes,Bank Withdrawal,45,18,0.0,Yes,Yes,Yes,2333.85,0.0,50.9,0.0,54,Female,Yes,2,No,91105,175,Pasadena,34.13946,-118.166649,10253,0
UXKZ-JSRFJ,Month-to-Month,1157-BQCUW,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,1,26,30.07,No,No,No,74.95,30.07,74.95,0.0,59,Male,No,0,No,96028,1541,Fall River Mills,41.017282,-121.468945,1902,1
UXLF-CEAHS,Month-to-Month,4795-WRNVT,No,Yes,No,Yes,Yes,Yes,No,Yes,DSL,0,No,Credit Card,40,26,11.56,No,No,Yes,2586.0,462.4,65.1,0.0,32,Female,No,0,No,91768,273,Pomona,34.067932,-117.785168,36057,0
UYMN-DDBFK,Month-to-Month,3391-JSQEW,No,Yes,No,Yes,No,Yes,No,Yes,DSL,7,Yes,Credit Card,40,28,24.3,No,No,No,2058.5,972.0,50.15,37.03,32,Male,Yes,0,No,95110,1093,San Jose,37.34667,-121.910019,18197,0
UYMV-XEBWB,One Year,4567-AKPIA,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,3,Yes,Bank Withdrawal,41,59,20.41,Yes,Yes,Yes,4454.25,836.81,109.1,0.0,28,Female,Yes,2,No,95923,1465,Canyon Dam,40.171312,-121.120605,86,0
UZKF-VUEWF,Month-to-Month,4661-NJEUX,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,1,0,3.23,No,No,No,20.05,3.23,20.05,0.0,42,Male,No,0,No,94028,870,Portola Valley,37.369709,-122.215844,6601,0
UZMO-VACQR,One Year,4753-PADAS,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,2,Yes,Bank Withdrawal,67,73,25.46,Yes,Yes,Yes,6816.95,1705.82,105.7,0.0,23,Female,Yes,0,No,96009,1525,Bieber,41.083464,-121.107929,595,0
UZOL-IAIRS,Two Year,2162-FRZAA,Yes,Yes,No,Yes,No,No,Yes,Yes,DSL,7,No,Bank Withdrawal,63,16,0.0,No,No,No,2395.05,0.0,39.35,0.0,45,Male,Yes,2,No,92310,432,Fort Irwin,35.349241,-116.770281,9465,0
VADX-UPOIG,One Year,4323-OHFOW,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,1,Yes,Bank Withdrawal,70,24,33.74,Yes,No,Yes,7195.35,2361.8,105.55,0.0,72,Female,Yes,0,Yes,91321,197,Newhall,34.370378,-118.504118,30742,0
VAFI-QJJSG,Month-to-Month,4581-SSPWD,No,Yes,Yes,No,No,Yes,No,No,Fiber Optic,0,Yes,Bank Withdrawal,3,23,5.2,No,No,No,246.3,15.6,75.8,0.0,63,Female,No,0,No,94040,874,Mountain View,37.380662,-122.086022,32143,1
VAFW-ZOPSD,One Year,0743-HNPFG,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,2,Yes,Credit Card,51,14,17.95,Yes,Yes,No,3562.5,915.45,69.75,0.0,50,Female,Yes,0,No,95920,1463,Butte City,39.449794,-121.936372,303,0
VAKJ-XICAZ,Two Year,4717-GHADL,No,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,0,Yes,Mailed Check,50,14,48.45,Yes,Yes,Yes,4024.2,2422.5,79.6,0.0,39,Female,No,0,No,96014,1529,Callahan,41.388397,-122.794636,290,0
VAPD-AYQUB,Two Year,0531-ZZJWQ,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,6,Yes,Bank Withdrawal,55,27,42.9,No,No,No,4052.4,2359.5,74.0,0.0,68,Male,Yes,0,Yes,92028,325,Fallbrook,33.362575,-117.299644,42239,0
VAQY-DNIUU,Month-to-Month,0114-RSRRW,No,No,No,No,No,Yes,No,No,None,9,Yes,Bank Withdrawal,10,0,49.6,No,No,No,187.75,496.0,19.95,0.0,21,Female,Yes,0,No,95548,1303,Klamath,41.572813,-124.035011,1215,0
VAVC-CAPAL,Two Year,2040-XBAVJ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,0,No,Bank Withdrawal,72,13,24.95,Yes,Yes,Yes,8100.55,1796.4,114.45,0.0,51,Male,Yes,1,No,90263,83,Malibu,34.037037,-118.705803,11,0
VAXB-EXBZV,Month-to-Month,3884-HCSWG,No,Yes,No,No,No,Yes,No,No,Fiber Optic,0,Yes,Bank Withdrawal,17,17,7.66,No,No,No,1144.5,130.22,70.0,0.0,51,Female,No,0,No,95922,1464,Camptonville,39.432127,-121.099287,632,1
VBMV-IXBIP,Month-to-Month,3452-SRFEG,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,49,18,23.82,No,No,No,3720.35,1167.18,74.6,0.0,39,Male,No,0,No,91750,261,La Verne,34.144703,-117.770299,35530,0
VCCK-UQSJD,Month-to-Month,5057-LCOUI,Yes,Yes,No,No,No,No,No,Yes,DSL,0,Yes,Bank Withdrawal,39,4,0.0,Yes,Yes,Yes,2011.4,0.0,50.75,0.0,35,Female,No,0,No,93444,718,Nipomo,35.050345,-120.489599,15405,1
VCNB-OXDQC,Two Year,3717-FDJFU,No,No,No,No,No,Yes,No,No,None,0,No,Credit Card,5,0,29.15,No,No,No,106.9,145.75,20.45,0.0,19,Male,No,1,No,96065,1567,Montgomery Creek,40.877552,-121.885884,431,0
VCOX-QKTEE,Two Year,3511-BFTJW,Yes,Yes,No,Yes,Yes,No,No,Yes,DSL,8,No,Credit Card,72,82,0.0,No,No,No,2763.0,0.0,38.5,0.0,25,Male,Yes,3,No,91740,255,Glendora,34.119363,-117.855059,25135,0
VCPT-HIDCC,Two Year,1302-TPUBN,No,No,No,No,No,Yes,No,No,None,0,No,Bank Withdrawal,66,0,21.23,No,No,No,1240.8,1401.18,19.35,0.0,58,Male,No,0,No,95691,1400,West Sacramento,38.627951,-121.593287,19050,0
VCWZ-VXICN,Month-to-Month,3006-XIMLN,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,2,13,42.89,Yes,Yes,Yes,193.8,85.78,94.2,0.0,34,Female,No,0,No,95633,1354,Garden Valley,38.852544,-120.837669,2536,1
VDAS-TZCQG,Two Year,2251-PYLPB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable,3,No,Credit Card,72,9,45.05,Yes,Yes,No,5810.9,3243.6,79.55,0.0,34,Male,Yes,0,No,92315,436,Big Bear Lake,34.242058,-116.89802,5447,0
VDHB-JPPOI,Month-to-Month,4390-KYULV,No,No,No,No,No,Yes,No,No,None,1,Yes,Credit Card,3,0,37.61,No,No,No,51.15,112.83,20.55,0.0,41,Male,Yes,0,No,93040,617,Piru,34.432843,-118.730106,1459,1
VDJC-KFEBL,One Year,1174-FGIFN,No,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,7,Yes,Bank Withdrawal,28,19,26.28,Yes,Yes,No,2509.25,735.84,90.45,0.0,44,Female,Yes,1,No,93675,820,Squaw Valley,36.719141,-119.202677,3146,0
VDMQ-LXGUV,Two Year,0379-DJQHR,Yes,Yes,No,Yes,Yes,Yes,No,Yes,DSL,1,No,Credit Card,67,18,45.25,Yes,Yes,Yes,5398.6,3031.75,81.35,0.0,60,Male,Yes,0,No,94089,889,Sunnyvale,37.421633,-122.009613,16985,0
VDQC-JRFZZ,Month-to-Month,4558-FANTW,No,Yes,No,No,Yes,Yes,Yes,Yes,Fiber Optic,1,No,Bank Withdrawal,17,51,41.95,No,No,Yes,1574.45,713.15,91.85,0.0,30,Female,Yes,0,No,95628,1349,Fair Oaks,38.652065,-121.25441,40750,1
VDZH-GPFLE,Two Year,3720-DBRWL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Cable,5,Yes,Credit Card,51,41,6.89,Yes,Yes,Yes,4307.1,351.39,83.85,0.0,20,Male,Yes,0,No,96090,1582,Tehama,40.021787,-122.127576,405,0
VEEP-OBIRW,Month-to-Month,2338-BQEZT,No,Yes,No,No,Yes,Yes,No,Yes,DSL,0,Yes,Credit Card,55,17,3.62,No,No,No,2832.75,199.1,50.55,0.0,38,Female,No,0,No,94070,884,San Carlos,37.497915,-122.267361,28098,0
VEMC-BYXJD,Two Year,2194-IIQOF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL,7,No,Credit Card,71,27,19.9,Yes,Yes,Yes,6388.65,1412.9,89.3,0.0,38,Female,Yes,0,No,94087,888,Sunnyvale,37.3511,-122.037311,50070,0
VFPY-LMJRB,Month-to-Month,2969-QWUBZ,No,Yes,No,Yes,No,No,No,Yes,Cable,0,No,Bank Withdrawal,2,21,0.0,Yes,Yes,Yes,96.8,0.0,51.4,0.0,53,Female,No,0,No,94022,866,Los Altos,37.349546,-122.134356,18486,0
VFUN-NFDPJ,Month-to-Month,0003-MKNFE,No,Yes,Yes,No,No,Yes,No,No,Cable,0,No,Credit Card,9,10,10.69,Yes,Yes,No,542.4,96.21,59.9,38.33,46,Male,No,0,No,91206,184,Glendale,34.162515,-118.203869,31297,0
VGRF-EDDXX,Two Year,2192-OZITF,No,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,0,No,Credit Card,45,15,44.29,Yes,Yes,No,3349.1,1993.05,73.55,0.0,60,Female,No,0,No,94577,978,San Leandro,37.717196,-122.159338,41871,0
VHZJ-NALOK,One Year,4227-OJHAL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,DSL,8,Yes,Credit Card,68,16,20.15,No,No,Yes,5163.0,1370.2,73.0,0.0,47,Female,Yes,2,No,92243,399,El Centro,32.770393,-115.60915,43712,0
VIBE-HGKMX,Month-to-Month,4570-QHXHL,No,Yes,No,No,No,Yes,No,Yes,DSL,0,Yes,Bank Withdrawal,9,29,40.73,No,No,No,405.7,366.57,43.75,5.9,48,Female,No,0,No,92704,564,Santa Ana,33.719869,-117.907063,91188,0
VIBL-KXJXB,Month-to-Month,2202-OUTMO,No,Yes,Yes,No,Yes,Yes,Yes,Yes,DSL,5,Yes,Bank Withdrawal,34,26,12.3,No,No,No,2003.6,418.2,60.85,0.0,59,Female,Yes,0,No,93609,774,Caruthers,36.5276,-119.865999,5446,0
VISA-HQLKD,One Year,5198-EFNBM,Yes,Yes,No,Yes,No,Yes,No,Yes,Fiber Optic,10,Yes,Bank Withdrawal,57,4,46.62,No,No,Yes,5199.8,2657.34,90.65,0.0,66,Male,Yes,0,Yes,93631,792,Kingsburg,36.478239,-119.52137,14088,0
VIUK-HILKE,Two Year,3308-JSGML,Yes,Yes,No,No,Yes,No,Yes,Yes,Cable,3,Yes,Credit Card,59,6,0.0,Yes,No,Yes,3886.85,0.0,64.05,0.0,77,Male,Yes,0,Yes,93461,730,Shandon,35.634488,-120.293534,1255,0
VJMG-LKOJN,One Year,2294-SALNE,Yes,Yes,No,Yes,No,Yes,Yes,No,Fiber Optic,2,No,Credit Card,23,22,16.63,No,No,No,1940.8,382.49,86.8,0.0,51,Male,Yes,0,No,91910,291,Chula Vista,32.636792,-117.054989,74025,0
VJRM-IYCTV,One Year,3230-WYKIR,Yes,Yes,Yes,No,No,Yes,Yes,Yes,DSL,0,Yes,Credit Card,18,5,12.5,Yes,Yes,Yes,1425.45,225.0,82.0,0.0,36,Male,No,0,No,94110,897,San Francisco,37.750021,-122.415201,74641,1
VJSX-WRKMY,Month-to-Month,5073-WXOYN,No,Yes,No,Yes,No,No,No,Yes,Cable,0,Yes,Bank Withdrawal,60,5,0.0,Yes,Yes,Yes,3027.4,0.0,50.8,0.0,58,Female,No,0,No,94002,858,Belmont,37.509366,-122.306132,25566,1
VJZF-LXUDG,Two Year,1608-GMEWB,No,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,45,18,15.65,Yes,No,Yes,4200.25,704.25,93.9,0.0,76,Male,No,0,Yes,95215,1131,Stockton,37.946282,-121.139499,23789,0
VKFV-VFFAK,Month-to-Month,1735-XMJVH,No,No,No,No,No,Yes,No,No,None,0,Yes,Mailed Check,8,0,34.87,No,No,No,152.6,278.96,19.35,0.0,51,Male,Yes,3,No,95818,1430,Sacramento,38.556306,-121.495817,21313,0
VKOZ-UYZRB,Two Year,3774-VBNXY,No,No,No,No,No,Yes,No,No,None,1,No,Credit Card,64,0,36.24,No,No,No,1277.75,2319.36,20.2,0.0,23,Female,Yes,0,No,90716,137,Hawaiian Gardens,33.830431,-118.074071,14852,0
VLCJ-RWQFD,Month-to-Month,1530-ZTDOZ,No,Yes,No,No,Yes,No,No,Yes,Cable,6,No,Bank Withdrawal,49,11,0.0,No,No,Yes,2070.75,0.0,40.65,0.0,57,Female,Yes,0,No,91604,236,Studio City,34.139082,-118.39275,26157,0
VLJV-KZBJE,Month-to-Month,4931-TRZWN,No,Yes,No,No,Yes,Yes,No,Yes,DSL,0,Yes,Bank Withdrawal,13,5,10.66,Yes,Yes,Yes,923.85,138.58,71.95,10.47,54,Female,No,0,No,96044,1551,Hornbrook,41.962127,-122.527696,1026,0
VMQO-DBFYR,Two Year,0895-UADGO,No,Yes,No,No,Yes,No,Yes,Yes,Cable,0,Yes,Mailed Check,8,4,0.0,Yes,Yes,No,343.45,0.0,44.55,0.0,46,Male,No,0,No,95675,1387,River Pines,38.545775,-120.743325,364,0
VNGV-XKKPS,Month-to-Month,2817-NTQDO,No,Yes,No,No,Yes,No,Yes,Yes,DSL,0,Yes,Credit Card,13,17,0.0,No,No,Yes,597.0,0.0,45.55,0.0,52,Male,No,0,No,92646,538,Huntington Beach,33.666301,-117.969501,56517,1
VNJJ-WIXVU,One Year,4291-HYEBC,No,Yes,No,Yes,No,No,No,Yes,DSL,2,Yes,Bank Withdrawal,28,21,0.0,Yes,Yes,No,1096.6,0.0,39.1,0.0,76,Female,Yes,3,Yes,93283,683,Weldon,35.55647,-118.244914,1935,0
VNSP-YCNVF,One Year,0489-WMEMG,No,Yes,No,No,No,Yes,Yes,Yes,Cable,0,Yes,Bank Withdrawal,23,53,25.85,No,No,No,1119.35,594.55,49.45,0.0,61,Female,No,3,No,95550,1305,Korbel,40.7666,-123.80458,155,0
VNTH-PKPWE,Month-to-Month,4658-HCOHW,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Fiber Optic,1,Yes,Bank Withdrawal,21,3,16.67,Yes,Yes,Yes,2110.15,350.07,102.8,0.0,52,Female,Yes,0,No,95470,1272,Redwood Valley,39.298065,-123.25211,5995,1
VOGE-NKCWS,One Year,4808-YNLEU,No,Yes,No,No,Yes,Yes,No,Yes,DSL,1,Yes,Bank Withdrawal,35,30,24.53,No,No,Yes,2215.45,858.55,62.15,0.0,51,Female,Yes,0,No,90270,86,Maywood,33.988572,-118.186565,28094,0
VOJV-INXZX,One Year,2073-QBVBI,No,Yes,No,Yes,No,No,Yes,Yes,Cable,10,No,Credit Card,41,17,0.0,No,No,No,1391.65,0.0,35.45,0.0,59,Female,Yes,0,No,90077,61,Los Angeles,34.102084,-118.451629,10470,0
VOUG-JSKTT,Month-to-Month,3748-FVMZZ,No,Yes,No,No,No,No,Yes,Yes,DSL,0,Yes,Bank Withdrawal,4,13,0.0,Yes,Yes,No,162.45,0.0,40.05,0.0,33,Male,No,0,No,94610,1003,Oakland,37.808731,-122.238708,29964,0
VOXB-TZBMJ,Two Year,2207-RYYRL,No,No,Yes,No,No,Yes,No,No,None,6,No,Credit Card,52,0,29.55,No,No,No,1331.05,1536.6,24.55,0.0,34,Male,Yes,1,No,95945,1481,Grass Valley,39.194539,-120.988066,23990,0
VPCD-MYYMA,Month-to-Month,2640-LYMOV,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,2,0,9.61,No,No,No,38.8,19.22,19.65,0.0,59,Male,No,0,No,92804,573,Anaheim,33.818,-117.974404,81333,0
VPXV-EOQDB,One Year,3179-GBRWV,No,Yes,No,Yes,Yes,Yes,No,Yes,DSL,5,Yes,Bank Withdrawal,21,30,42.95,Yes,No,No,1339.8,901.95,64.95,0.0,79,Male,Yes,0,Yes,91775,276,San Gabriel,34.114772,-118.089431,23444,0
VQJW-OMEPP,Two Year,3654-ARMGP,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL,0,No,Credit Card,61,22,19.58,Yes,Yes,Yes,5321.25,1194.38,88.65,0.0,60,Female,No,0,No,90064,54,Los Angeles,34.037251,-118.423573,24505,0
VQNJ-SSTIS,One Year,5140-FOMCQ,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Fiber Optic,7,Yes,Credit Card,59,4,40.47,Yes,Yes,Yes,6557.75,2387.73,109.15,0.0,52,Female,Yes,0,No,94602,996,Oakland,37.803883,-122.208417,28900,0
VRHU-NVAAL,One Year,1929-ZCBHE,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,7,No,Bank Withdrawal,47,47,0.0,No,No,No,1794.8,0.0,40.3,0.0,27,Male,Yes,1,No,95634,1355,Georgetown,38.9386,-120.785514,2723,0
VRQT-UBXNB,Month-to-Month,1194-SPVSP,No,No,No,No,No,Yes,No,No,None,0,No,Bank Withdrawal,1,0,27.88,No,No,No,19.65,27.88,19.65,0.0,20,Male,No,0,No,95073,1091,Soquel,37.023669,-121.946461,9823,0
VRSU-NROBY,Month-to-Month,2458-EOMRE,Yes,Yes,No,No,Yes,Yes,No,No,DSL,0,No,Bank Withdrawal,11,52,40.96,Yes,Yes,No,733.95,450.56,64.05,0.0,19,Female,No,0,No,93250,664,Mc Farland,35.666886,-119.186717,10781,0
VSQR-NMFQC,Month-to-Month,5236-XMZJY,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Cable,0,No,Bank Withdrawal,42,26,22.08,No,No,No,2536.55,927.36,59.65,0.0,27,Female,No,0,No,90031,28,Los Angeles,34.085807,-118.206617,38415,0
VTIW-LVMUI,Month-to-Month,3178-FESZO,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Credit Card,1,17,20.23,Yes,Yes,Yes,100.25,20.23,100.25,0.0,45,Female,No,0,No,95227,1139,Clements,38.227285,-121.02789,722,1
VTOK-KYBMR,One Year,2519-ERQOJ,Yes,Yes,No,No,No,No,Yes,Yes,Cable,0,Yes,Bank Withdrawal,33,11,0.0,Yes,No,Yes,1803.7,0.0,54.6,0.0,74,Male,No,0,Yes,92241,397,Desert Hot Springs,33.832799,-116.250973,5529,0
VUDA-AUKVK,Month-to-Month,3472-OAOOR,No,Yes,No,Yes,Yes,No,No,Yes,Cable,3,Yes,Credit Card,19,52,0.0,No,No,No,610.2,0.0,34.95,0.0,23,Male,Yes,1,No,91345,207,Mission Hills,34.266389,-118.459744,17112,0
VUDY-XCFRW,Month-to-Month,4797-AXPXK,No,Yes,No,Yes,Yes,Yes,Yes,No,DSL,0,Yes,Bank Withdrawal,1,16,43.48,No,No,No,60.0,43.48,60.0,0.0,64,Female,No,2,No,93436,713,Lompoc,34.601055,-120.382917,51737,1
VUWE-ZGNGL,Month-to-Month,0666-UXTJO,Yes,Yes,No,No,No,Yes,No,Yes,Fiber Optic,4,Yes,Credit Card,34,29,29.66,No,No,Yes,2874.45,1008.44,85.2,0.0,80,Male,Yes,0,Yes,92256,406,Morongo Valley,34.097863,-116.594561,3499,0
VVGK-QBBSJ,Month-to-Month,4128-ETESU,Yes,Yes,Yes,No,No,Yes,No,No,Fiber Optic,3,No,Bank Withdrawal,47,7,2.98,Yes,Yes,Yes,4747.2,140.06,99.7,0.0,73,Female,Yes,0,Yes,91101,172,Pasadena,34.146635,-118.139225,16812,0
VVHA-HCWRZ,Month-to-Month,0247-SLUJI,No,No,No,No,No,Yes,No,No,None,2,No,Credit Card,1,0,34.28,No,No,No,19.7,34.28,19.7,0.0,37,Male,Yes,3,No,91010,164,Duarte,34.145695,-117.95982,27414,0
VVLT-NLNUQ,Month-to-Month,3623-FQBOX,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,21,0,44.01,No,No,No,416.4,924.21,19.95,0.0,34,Male,No,0,No,90065,55,Los Angeles,34.108833,-118.229715,47534,0
VWMR-HZABU,Month-to-Month,1492-QGCLU,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Cable,5,No,Bank Withdrawal,53,12,26.84,Yes,Yes,Yes,4616.1,1422.52,85.7,0.0,51,Male,Yes,2,No,92109,358,San Diego,32.787836,-117.232376,46086,0
VWOA-LPPEY,Two Year,4012-YCFAI,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,5,Yes,Credit Card,60,16,22.22,No,No,No,3766.2,1333.2,61.35,0.0,45,Male,Yes,0,No,92508,491,Riverside,33.885499,-117.324959,17147,0
VWZE-DXTGD,Month-to-Month,3376-BMGFE,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,4,27,33.5,No,No,No,273.0,134.0,70.9,8.74,42,Female,No,1,No,91016,166,Monrovia,34.1528,-118.000482,41067,1
VXBG-MMUPW,Month-to-Month,0761-AETCS,No,No,No,No,No,Yes,No,No,None,0,No,Bank Withdrawal,1,0,25.62,No,No,No,19.3,25.62,19.3,0.0,58,Female,No,0,No,92324,440,Colton,34.030915,-117.273201,52202,1
VXRS-OQAIK,One Year,1934-MKPXS,No,No,No,No,No,Yes,No,No,None,3,No,Credit Card,33,0,49.37,No,No,No,620.55,1629.21,20.1,0.0,21,Male,Yes,0,No,95659,1372,Nicolaus,38.788898,-121.608624,751,0
VYSQ-ZZZRT,One Year,4824-GUCBY,No,Yes,No,Yes,Yes,Yes,No,Yes,Fiber Optic,0,No,Bank Withdrawal,22,22,23.43,No,No,No,1820.9,515.46,81.7,29.88,77,Female,No,0,Yes,94127,909,San Francisco,37.736535,-122.45732,20643,0
VYXY-VAIRR,Month-to-Month,0447-RXSGD,No,Yes,Yes,Yes,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,24,6,25.68,Yes,Yes,Yes,2404.85,616.32,99.65,0.0,39,Male,No,0,No,93940,851,Monterey,36.362741,-121.869685,32857,0
VZCE-VETOO,Month-to-Month,2985-JUUBZ,Yes,Yes,Yes,No,No,Yes,No,Yes,DSL,5,Yes,Bank Withdrawal,40,75,13.86,Yes,Yes,Yes,3015.75,554.4,74.55,0.0,32,Male,Yes,3,No,91917,297,Dulzura,32.622999,-116.687855,727,0
VZOP-SAMEF,Month-to-Month,4806-KEXQR,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,4,46,43.06,Yes,Yes,No,324.3,172.24,79.9,0.0,27,Male,No,0,No,95237,1146,Lockeford,38.166791,-121.14207,3205,1
VZOV-YJPGR,One Year,2829-HYVZP,No,No,No,No,No,Yes,No,No,None,0,Yes,Credit Card,29,0,46.12,No,No,No,572.2,1337.48,19.8,0.0,42,Male,No,0,No,94930,1033,Fairfax,37.971751,-122.611873,8486,0
WBEK-BCZPZ,Month-to-Month,3640-PHQXK,Yes,Yes,Yes,No,No,Yes,No,Yes,Fiber Optic,0,Yes,Bank Withdrawal,31,11,6.33,Yes,Yes,No,2806.9,196.23,89.9,41.18,54,Female,No,0,No,94587,985,Union City,37.59485,-122.051521,66472,1
WBMM-VQNMC,Month-to-Month,0455-XFASS,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,3,Yes,Bank Withdrawal,3,19,1.67,No,No,No,200.2,5.01,69.55,33.8,61,Female,Yes,2,No,95008,1064,Campbell,37.279689,-121.954567,44976,0
WBOE-PLZRS,One Year,1137-DGOWI,Yes,Yes,No,Yes,No,Yes,Yes,Yes,DSL,7,No,Bank Withdrawal,30,13,17.33,Yes,Yes,No,2198.9,519.9,70.25,0.0,53,Female,Yes,0,No,92236,394,Coachella,33.680031,-116.171678,23170,0
WBRR-FNPDO,One Year,2577-GVSIL,No,Yes,Yes,No,No,Yes,Yes,Yes,DSL,10,Yes,Bank Withdrawal,35,20,13.39,Yes,Yes,Yes,2661.1,468.65,73.45,0.0,61,Male,Yes,0,No,93241,657,Lamont,35.245035,-118.905553,15364,0
WBZQ-CNPBJ,Month-to-Month,0812-WUPTB,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,1,No,Credit Card,1,13,49.6,No,No,No,70.85,49.6,70.85,0.0,65,Male,Yes,0,Yes,92625,533,Corona Del Mar,33.600987,-117.862734,13422,1
WCBN-PNZUX,Month-to-Month,4853-OITSN,No,Yes,Yes,No,Yes,Yes,No,Yes,Fiber Optic,8,Yes,Bank Withdrawal,5,28,15.74,Yes,Yes,No,413.25,78.7,89.15,0.0,33,Male,Yes,0,No,94606,999,Oakland,37.792489,-122.244314,41876,0
WCVE-ISMZB,Month-to-Month,3191-CSNMG,No,Yes,No,No,No,Yes,No,Yes,Fiber Optic,5,Yes,Bank Withdrawal,3,17,23.72,No,No,Yes,239.45,71.16,80.7,0.0,57,Female,Yes,1,No,91784,279,Upland,34.141146,-117.655583,23331,0
WDKG-RQQBJ,Month-to-Month,4946-EDSEW,No,No,No,No,No,Yes,No,No,None,1,Yes,Credit Card,11,0,29.01,No,No,No,180.3,319.11,19.25,0.0,35,Female,Yes,3,No,90221,67,Compton,33.885811,-118.206459,51387,1
WDQL-XDMNV,Month-to-Month,3671-SHRSP,Yes,Yes,No,No,No,Yes,Yes,Yes,Fiber Optic,1,Yes,Mailed Check,4,2,14.3,No,No,No,319.15,57.2,80.6,0.0,46,Male,Yes,0,No,93933,850,Marina,36.689582,-121.758398,21759,1
WDXI-TWEHX,One Year,1839-UMACK,No,No,Yes,No,No,Yes,No,No,None,0,No,Bank Withdrawal,42,0,27.64,No,No,No,949.85,1160.88,25.05,0.0,20,Male,No,0,No,91106,176,Pasadena,34.139402,-118.128658,23742,0
